SD_SCHUL_CODE,SCHUL_NM,subject_count,subjects
7530093,수지고등학교,65,[보강]기하|[보강]사회·문화|[보강]사회문제 탐구|[보강]생활과 과학|[보강]정치와 법|[보강]화학Ⅰ|경제|고전과 윤리|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기술·가정|기하|독서|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 전공 실기|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스페인어 회화Ⅰ|스페인어Ⅰ|스페인어권 문화|스포츠 생활|심화 수학Ⅰ|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|정보과학|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530095,심원고등학교,57,[보강]중국 문화|고급 물리학|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|국제 관계와 국제기구|기하|독서|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미디어 콘텐츠 일반|미술|미술 창작|미적분|사회·문화|생명과학Ⅰ|생명과학Ⅱ|생활과 윤리|세계 문제와 미래 사회|세계사|세계지리|수학Ⅰ|스포츠 생활|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|현대문학 감상|화학Ⅰ|화학Ⅱ|확률과 통계
7530096,안성고등학교,66,[보강]세계지리|[보강]수학Ⅰ|[보강]스포츠 생활|[보강]영어Ⅰ|[보강]한국지리|경제|공통국어1|공통수학1|공통영어1|공학 일반|과학탐구실험1|기술·가정|기하|동아리활동|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|민주시민(고)|빅데이터 분석|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|스포츠 경기 체력|스포츠 생활|심화 국어|심화 영어Ⅰ|언어와 매체|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본어 회화Ⅰ|일본어Ⅰ|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로와 직업|진로활동|체육1|체육과 진로 탐구|통합과학1|통합사회1|프로그래밍|프로그래밍(PYTHON)|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530098,안양고등학교,61,가정과학|개인·대인 운동|경제|고전문학 감상|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|심화 영어 독해Ⅰ|언어와 매체|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|정보과학|정치와 법|주제별 체험학습|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|지식 재산 일반|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530101,영덕고등학교,62,[보강]실용 영어|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|공학 일반|과학탐구실험1|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|실용 영어|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학|음악|음악 연주|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 탐구|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530102,용인고등학교,63,가정과학|경제|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|공학 일반|과학사|과학탐구실험1|기하|논리적 글쓰기|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심화 국어|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|일본어Ⅰ|일본어Ⅱ|정보|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|지식 재산 일반|진로 영어|진로활동|체육1|통합과학1|통합사회1|평면 조형|프로그래밍|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530104,용호고등학교,61,[보강]생활과 윤리|경제 수학|공통국어1|공통수학1|공통영어1|과학과제 연구|과학융합|과학탐구실험1|기술·가정|기하|문학|물리학 실험|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회 탐구 방법|사회·문화|사회문제 탐구|생명과학 실험|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계시민|세계지리|수학Ⅰ|스포츠 문화|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 연주|일본 문화|일본어Ⅰ|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|한문Ⅰ|현대문학 감상|화법과 작문|화학 실험|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7530105,원곡고등학교,70,[보강]공연 실습|[보강]생명과학Ⅱ|[보강]음악 연주|[보강]일본 문화|[보강]정치와 법|경제|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|기술·가정|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|실용 경제|심리학|심화 국어|심화 수학Ⅰ|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어 회화|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|일본 문화|일본어 회화Ⅰ|자율활동|정보|정보과학|정치와 법|중국 문화|중국어 회화Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530106,원미고등학교,63,[보강]고전 읽기|[보강]일본어Ⅰ|[보강]화법과 작문|경제|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학과제 연구|과학사|과학융합|과학탐구실험1|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미래주제연구|미술|미술 창작|미적분|사회 과제 연구|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|실용 영어|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학|음악|음악 연주|일본 문화|일본어Ⅰ|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 탐구|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530107,원종고등학교,64,[보강]물리학Ⅰ|[보강]물리학Ⅱ|[보강]생활과 윤리|[보강]윤리와 사상|경제|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|독서|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계 문제와 미래 사회|세계사|세계지리|수학Ⅰ|스포츠 경기 실습|스포츠 경기 체력|스포츠 생활|실용 영어|심화 국어|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악 감상과 비평|인공지능 기초|일본어Ⅰ|일본어Ⅱ|정보|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 전공 실기 기초|체육 전공 실기 심화|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|한문Ⅰ|한문Ⅱ|화학Ⅰ|화학Ⅱ|확률과 통계
7530108,은행고등학교,68,경제|고전과 윤리|공통국어1|공통수학1|공통영어1|공학 일반|과학탐구실험1|기술·가정|기하|동아리활동|동아시아사|드로잉|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|민주시민(고)|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|스페인어Ⅰ|스페인어권 문화|스포츠 생활|식품안전과 건강|심화 국어|심화 수학Ⅰ|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어 회화|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|융합과학|음악|음악 연주|인공지능 기초|일본 문화|일본어Ⅰ|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 전공 실기 심화|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7530109,의정부고등학교,65,개인·대인 운동|경제|고전과 윤리|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기술·가정|기하|단체 운동|독서|동아시아사|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|실용 경제|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학|음악|음악 감상과 비평|일본 문화|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|지식 재산 일반|진로활동|철학|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|한문Ⅱ|현대 세계의 변화|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530110,의정부여자고등학교,56,경제|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어Ⅰ|영어Ⅱ|영어권 문화|운동과 건강|윤리와 사상|음악 연주|인공지능 기초|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530111,이매고등학교,71,[보강]사회문제 탐구|[보강]스포츠 생활|[보강]심화 영어Ⅰ|[보강]영어 독해와 작문|[보강]운동과 건강|[보강]음악 감상과 비평|[보강]프로그래밍|경제|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|독서|물리학Ⅰ|물리학Ⅱ|미술 감상과 비평|미술 창작|미적분|사회 과제 연구|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|심리학|심화 국어|심화 수학Ⅰ|심화 영어Ⅰ|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악 감상과 비평|음악 연주|인공지능 기초|인공지능 수학|일본어 회화Ⅰ|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530112,이천고등학교,69,[보강]운동과 건강|경제|경제 수학|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|논술|동아리활동|동아시아사|문학|문학과 매체|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생태와 환경|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|심화 수학Ⅰ|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어 회화|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|음악 연주|인공지능 수학|일본어 회화Ⅰ|일본어Ⅰ|정보|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문Ⅰ|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530113,이포고등학교,56,[보강]골프실기심화|[보강]스포츠 경기 체력|[보강]여행지리|[보강]자율활동|[보강]코스공략법Ⅰ|경제 수학|골프실기응용|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|동아시아사|문학|미술|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|세계사|세계지리|수학Ⅰ|스포츠 경기 체력|스포츠 생활|실용 국어|실용 영어|심리학|언어와 매체|여행지리|영어 독해와 작문|영어 회화|영어Ⅰ|운동과 건강|음악|음악 감상과 비평|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|철학|체육1|코스공략법Ⅱ|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|확률과 통계
7530114,인창고등학교,74,[보강]덴마크 문화의 이해|[보강]실용 영어|[보강]심화 영어Ⅰ|[보강]영어 독해와 작문|[보강]영어Ⅰ|경제|경제 수학|고전 읽기|고전과 윤리|고전문학 감상|공통국어1|공통수학1|공통영어1|과학융합|과학탐구실험1|국제 정치|기하|덴마크 문화의 이해|동아리활동|동아시아사|문학|문학적 감성과 상상력|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회 과제 연구|사회·문화|사회문제 탐구|생명과학 실험|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|시사영어|실용 영어|심화 국어|심화 영어 독해Ⅰ|심화 영어Ⅰ|언어와 매체|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 감상과 비평|일본 문화|일본어Ⅰ|자율활동|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|통합수학Ⅰ|프로그래밍|한국사1|한국지리|한문Ⅰ|화법과 작문|화학 실험|화학Ⅰ|화학Ⅱ|확률과 통계
7530115,일산동고등학교,166,[보강]영어Ⅰ|경제 수학B|경제C|고전 읽기A|고전 읽기C|고전 읽기D|고전 읽기E|고전과 윤리(가)B|고전과 윤리(가)C|고전과 윤리(가)F|고전과 윤리(나)C|고전과 윤리(나)F|공통국어1|공통수학1|공통영어1|공학 일반|과학과제 연구|과학과제 연구C|과학교양|과학교양A(H)|과학교양D(I)|과학교양E(J)|과학교양G(K)|과학탐구실험1|국제법|기하A|기하D|기하E|동아리활동|동아시아사A|동아시아사E|동아시아사F|문학|물리학ⅠA|물리학ⅠB|물리학ⅠE|물리학ⅡB|물리학ⅡF|미술|미술 감상과 비평|미술 창작A|미술 창작B|미적분|미적분A|미적분E|미적분G|민주시민(고)|사회·문화(가)A|사회·문화(가)B|사회·문화(가)C|사회·문화(가)D|사회·문화(가)E|사회·문화(나)B|사회·문화(나)D|사회문제 탐구(가)B|사회문제 탐구(가)C|사회문제 탐구(가)F|사회문제 탐구(나)B|사회문제 탐구(나)C|사회문제 탐구(나)F|사회문제 탐구(다)B|사회문제 탐구(다)C|생명과학Ⅰ|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅠD|생명과학ⅠE|생명과학ⅠF|생명과학ⅡA|생명과학ⅡD|생명과학ⅡE|생명과학ⅡG|생태와 환경|생태와 환경B|생태와 환경F|생활과 과학(가)B|생활과 과학(가)C|생활과 과학(가)F|생활과 과학(나)B|생활과 과학(나)C|생활과 과학(나)F|생활과 윤리(가)A|생활과 윤리(가)D|생활과 윤리(가)E|생활과 윤리(나)D|생활과 윤리(나)E|생활과 윤리(나)G|세계사A|세계사D|세계사E|세계지리A|세계지리B|세계지리C|세계지리D|세계지리E|수학Ⅰ|스포츠 생활|언어와 매체|여행지리C|여행지리D|여행지리F|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상A|윤리와 사상B|윤리와 사상C|윤리와 사상D|윤리와 사상E|윤리와 사상F|음악|음악 감상과 비평|인공지능 기초D|인공지능 기초E|인공지능 기초G|일본어Ⅰ|일본어Ⅱ|일본어ⅡA|일본어ⅡD|자율활동|정보|정보 처리와 관리B|정보 처리와 관리C|정보 처리와 관리F|정치와 법A|중국어Ⅰ|중국어ⅡG|지구과학Ⅰ|지구과학ⅠB|지구과학ⅠC|지구과학ⅠD|지구과학ⅠE|지구과학ⅠF|지구과학ⅡD|지구과학ⅡE|지식 재산 일반|지식 재산 일반B|지식 재산 일반C|지식 재산 일반F|진로 영어A|진로 영어B|진로활동|체육1|통합과학1|통합사회1|프로그래밍F|한국사1|한국지리A|한국지리D|한국지리E|화법과 작문|화학Ⅰ|화학ⅠA|화학ⅠD|화학ⅠF|화학ⅡB|화학ⅡC|화학ⅡF|확률과 통계A|확률과 통계B|확률과 통계C|확률과 통계D|확률과 통계E|확률과 통계F|확률과 통계G
7530116,장호원고등학교,82,경제|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기술·가정|기하|독서|동아리활동|동아시아사2B|동아시아사3F|문학|물리학Ⅰ2B|물리학Ⅰ2C|물리학Ⅱ|미술|미술 창작|미적분3E|미적분3F|사회문제 탐구|생명과학Ⅰ2B|생명과학Ⅰ2C|생명과학Ⅱ3A|생명과학Ⅱ3E|생명과학Ⅱ3F|생활과 과학3D|생활과 과학3E|생활과 과학3F|생활과 윤리2A|생활과 윤리2B|생활과 윤리2C|생활과 윤리3B|생활과 윤리3C|생활과 윤리3D|생활과 윤리3E|세계지리2A|세계지리3A|수학Ⅰ|스포츠 생활|심리학|언어와 매체|여행지리3B|여행지리3C|영어 독해와 작문3D|영어 독해와 작문3E|영어 회화3B|영어 회화3C|영어Ⅰ|영어권 문화|운동과 건강|음악|음악 연주|인공지능 수학|일본어Ⅰ|일본어Ⅱ|정치와 법2C|정치와 법3A|정치와 법3F|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ2A|지구과학Ⅰ2C|지구과학Ⅱ|진로와 직업|진로활동|체육1|통합과학1|통합사회1|한국사1|화법과 작문3A|화법과 작문3B|화법과 작문3C|화법과 작문3F|화학Ⅰ2A|화학Ⅰ2B|화학Ⅱ3D|화학Ⅱ3E|확률과 통계3A|확률과 통계3B|확률과 통계3C|확률과 통계3D
7530117,저동고등학교,75,[보강]경제|[보강]일본어Ⅰ|경제|경제 수학|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|국제 경제|국제 관계와 국제기구|기술·가정|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅰ생명과학Ⅰ(2차)|생명과학Ⅰ생명과학Ⅰ(3차)|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 윤리생활과 윤리(2차)|생활과 윤리생활과 윤리(3차)|세계 문제와 미래 사회|세계사|세계지리|수학Ⅰ|수학적 사고와 통계|스포츠 생활|심리학|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅰ지구과학Ⅰ(2차)|지구과학Ⅰ지구과학Ⅰ(3차)|지구과학Ⅱ|지식 재산 일반|진로 영어|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ화학Ⅱ(2차)|화학Ⅱ화학Ⅱ(3차)|확률과 통계|환경
7530119,정발고등학교,70,[보강]물리학Ⅰ|[보강]미적분|[보강]여행지리|가정과학|경제|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|공학 일반|과학사|과학탐구실험1|기술·가정|기하|독서|동아리활동|동아시아사|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생태와 환경|생활과 과학|생활과 윤리|세계 문제와 미래 사회|세계사|세계시민(고)|세계지리|수학Ⅰ|스포츠 생활|실용 경제|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|융합과학 탐구|음악|음악 감상과 비평|인공지능 기초|일본 문화|일본어Ⅰ|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|지식 재산 일반|진로활동|체육 전공 실기 기초|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530120,정왕고등학교,77,[보강]사회문제 탐구|[보강]수학Ⅰ|[보강]스포츠 생활|[보강]여행지리|[보강]일본어 회화Ⅰ|[보강]진로활동|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|논리학|문학|문학과 매체|물리학Ⅰ|물리학Ⅱ|미술 창작|미적분|민주시민|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수련회(1)|수학Ⅰ|수학과제 탐구|수학여행(2)|스포츠 생활|실용 영어|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악 연주|인공지능 기초|인공지능 수학|인공지능과 미래사회|일본어 회화Ⅰ|일본어Ⅰ|자율·자치활동|자율활동|정보|정보과학|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로와 직업|진로활동|진로활동3-5(이)|진로활동3-5(추)|진로활동3-7(이)|진로활동3-7(정)|진로활동3-8(류)|진로활동3-8(정)|체육1|통합과학1|통합사회1|한국사1|한국지리|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530123,중산고등학교,64,[보강]생활과 윤리|[보강]스포츠 생활|[보강]체육1|[보강]화법과 작문|가정과학|경제|고전 읽기|공통국어1|공통수학1|공통영어1|공학 일반|과학과제 연구|과학탐구실험1|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생애 설계와 자립|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스페인어Ⅰ|스페인어권 문화|스포츠 생활|심리학|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 감상과 비평|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530124,중원고등학교,65,[보강]기하|[보강]체육1|경제|고전 읽기|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기술·가정|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생태와 환경|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 경기 실습|스포츠 생활|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학 탐구|음악|음악 감상과 비평|인공지능 기초|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국 사회의 이해|한국사1|한국지리|한문|현대 세계의 변화|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7530125,중흥고등학교,58,[보강]통합사회1|공통국어1|공통수학1|공통영어1|과학탐구실험1|국제 관계와 국제기구|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생태와 환경|생활과 과학|생활과 윤리|세계 문제와 미래 사회|세계사|세계지리|수학Ⅰ|스포츠 문화|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영어Ⅰ|영어Ⅱ|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본어 회화Ⅰ|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육|통합과학1|통합사회1|한국사1|한문|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
